date,x,y,B4_red_reflectance,B5_rededge_reflectance
2026-08-07,16,3,0.03757,0.06102
2026-08-07,17,3,0.03823,0.059
2026-08-07,18,3,0.03586,0.05679
2026-08-07,19,3,0.03705,0.06061
2026-08-07,20,3,0.03583,0.05647
2026-08-07,21,3,0.03501,0.05669
2026-08-07,22,3,0.03796,0.06084
2026-08-07,23,3,0.03758,0.06115
2026-08-07,0,4,0.03709,0.05868
2026-08-07,1,4,0.03492,0.05672
2026-08-07,2,4,0.03699,0.05929
2026-08-07,3,4,0.03748,0.05933
2026-08-07,4,4,0.03343,0.05329
2026-08-07,5,4,0.03637,0.05811
2026-08-07,6,4,0.03462,0.05524
2026-08-07,7,4,0.03481,0.05883
2026-08-07,8,4,0.03643,0.06188
2026-08-07,9,4,0.03367,0.05713
2026-08-07,10,4,0.03695,0.06102
2026-08-07,11,4,0.0366,0.05954
2026-08-07,12,4,0.03556,0.05936
2026-08-07,13,4,0.03511,0.05823
2026-08-07,14,4,0.03635,0.05846
2026-08-07,15,4,0.03492,0.05775
2026-08-07,16,4,0.03849,0.06196
2026-08-07,17,4,0.03779,0.06143
2026-08-07,18,4,0.03593,0.05901
2026-08-07,19,4,0.03596,0.05814
2026-08-07,20,4,0.03622,0.05802
2026-08-07,21,4,0.03703,0.06025
2026-08-07,22,4,0.03813,0.06045
2026-08-07,23,4,0.03593,0.05691
2026-08-07,0,5,0.03828,0.06161
2026-08-07,1,5,0.03757,0.05979
2026-08-07,2,5,0.03547,0.05898
2026-08-07,3,5,0.03626,0.05964
2026-08-07,4,5,0.0375,0.05883
2026-08-07,5,5,0.03692,0.05807
2026-08-07,6,5,0.03742,0.0606
2026-08-07,7,5,0.03455,0.0566
2026-08-07,8,5,0.03596,0.05971
2026-08-07,9,5,0.03789,0.05921
2026-08-07,10,5,0.0361,0.06002
2026-08-07,11,5,0.03422,0.05831
2026-08-07,12,5,0.03691,0.06112
2026-08-07,13,5,0.03718,0.06345
2026-08-07,14,5,0.03588,0.05777
2026-08-07,15,5,0.03427,0.05505
2026-08-07,16,5,0.03515,0.05727
2026-08-07,17,5,0.03668,0.0615
2026-08-07,18,5,0.03761,0.06004
2026-08-07,19,5,0.03551,0.05861
2026-08-07,20,5,0.03753,0.05894
2026-08-07,21,5,0.03755,0.05956
2026-08-07,22,5,0.03431,0.05555
2026-08-07,23,5,0.03516,0.05532
2026-08-07,0,6,0.03771,0.06138
2026-08-07,1,6,0.0368,0.05749
2026-08-07,2,6,0.03771,0.05954
2026-08-07,3,6,0.03635,0.05881
2026-08-07,4,6,0.03678,0.05835
2026-08-07,5,6,0.03513,0.05701
2026-08-07,6,6,0.03524,0.05563
2026-08-07,7,6,0.03331,0.05655
2026-08-07,8,6,0.03611,0.062
2026-08-07,9,6,0.03456,0.0575
2026-08-07,10,6,0.03533,0.06126
2026-08-07,11,6,0.03572,0.05804
2026-08-07,12,6,0.03362,0.05808
2026-08-07,13,6,0.03488,0.05781
2026-08-07,14,6,0.03485,0.05798
2026-08-07,15,6,0.03294,0.0556
2026-08-07,16,6,0.0364,0.05992
2026-08-07,17,6,0.03598,0.0601
2026-08-07,18,6,0.03784,0.05891
2026-08-07,19,6,0.03692,0.05814
2026-08-07,20,6,0.03656,0.06024
2026-08-07,21,6,0.03608,0.05977
2026-08-07,22,6,0.03623,0.05732
2026-08-07,23,6,0.03688,0.0612
2026-08-07,0,7,0.03884,0.06073
2026-08-07,1,7,0.03264,0.05533
2026-08-07,2,7,0.03642,0.05918
2026-08-07,3,7,0.03746,0.05952
2026-08-07,4,7,0.0341,0.05633
2026-08-07,5,7,0.03514,0.05915
2026-08-07,6,7,0.03569,0.05923
2026-08-07,7,7,0.03567,0.06081
2026-08-07,8,7,0.03738,0.06062
2026-08-07,9,7,0.03495,0.05767
2026-08-07,10,7,0.03684,0.05896
2026-08-07,11,7,0.03588,0.06101
2026-08-07,12,7,0.03745,0.06359
2026-08-07,13,7,0.03559,0.0609
2026-08-07,14,7,0.03473,0.05814
2026-08-07,15,7,0.03636,0.05903
2026-08-07,16,7,0.03611,0.05896
2026-08-07,17,7,0.0359,0.06172
2026-08-07,18,7,0.03604,0.06069
2026-08-07,19,7,0.03566,0.05615
2026-08-07,20,7,0.03667,0.06116
2026-08-07,21,7,0.03576,0.05909
2026-08-07,22,7,0.03817,0.05929
2026-08-07,23,7,0.03559,0.05866
2026-08-07,0,8,0.03724,0.05928
2026-08-07,1,8,0.03705,0.05811
2026-08-07,2,8,0.03631,0.05653
2026-08-07,3,8,0.03444,0.05739
2026-08-07,4,8,0.03638,0.05685
2026-08-07,5,8,0.03524,0.0573
2026-08-07,6,8,0.03466,0.057
2026-08-07,7,8,0.03668,0.06108
2026-08-07,8,8,0.03546,0.05792
2026-08-07,9,8,0.03523,0.05891
2026-08-07,10,8,0.03584,0.06082
2026-08-07,11,8,0.03703,0.06362
2026-08-07,12,8,0.03381,0.05705
2026-08-07,13,8,0.03553,0.06095
2026-08-07,14,8,0.03694,0.06376
2026-08-07,15,8,0.03527,0.06174
2026-08-07,16,8,0.03444,0.05832
2026-08-07,17,8,0.03284,0.05417
2026-08-07,18,8,0.03645,0.05811
2026-08-07,19,8,0.03494,0.05817
2026-08-07,20,8,0.03618,0.06212
2026-08-07,21,8,0.03389,0.05706
2026-08-07,22,8,0.03851,0.06119
2026-08-07,23,8,0.03668,0.06067
2026-08-07,0,9,0.0373,0.06047
2026-08-07,1,9,0.03511,0.05491
2026-08-07,2,9,0.03825,0.06291
2026-08-07,3,9,0.03584,0.05987
2026-08-07,4,9,0.03475,0.05634
2026-08-07,5,9,0.03572,0.05794
2026-08-07,6,9,0.03587,0.06091
2026-08-07,7,9,0.03452,0.05835
2026-08-07,8,9,0.03585,0.05883
2026-08-07,9,9,0.03503,0.06036
2026-08-07,10,9,0.03196,0.05712
2026-08-07,11,9,0.0339,0.05825
2026-08-07,12,9,0.0377,0.06128
2026-08-07,13,9,0.03451,0.05875
2026-08-07,14,9,0.03523,0.05909
2026-08-07,15,9,0.03577,0.05941
2026-08-07,16,9,0.03473,0.05857
2026-08-07,17,9,0.03536,0.05972
2026-08-07,18,9,0.03466,0.05729
2026-08-07,19,9,0.03566,0.05919
2026-08-07,20,9,0.03957,0.06122
2026-08-07,21,9,0.03599,0.05753
2026-08-07,22,9,0.03415,0.05806
2026-08-07,23,9,0.03678,0.05957
2026-08-07,0,10,0.03606,0.05805
2026-08-07,1,10,0.03473,0.05786
2026-08-07,2,10,0.03534,0.05638
2026-08-07,3,10,0.03617,0.06069
2026-08-07,4,10,0.03487,0.05665
2026-08-07,5,10,0.03737,0.0631
2026-08-07,6,10,0.03587,0.06022
2026-08-07,7,10,0.03525,0.05971
2026-08-07,8,10,0.03573,0.05981
2026-08-07,9,10,0.03644,0.06174
2026-08-07,10,10,0.03459,0.06068
2026-08-07,11,10,0.03389,0.05608
2026-08-07,12,10,0.03662,0.06342
2026-08-07,13,10,0.03429,0.05897
2026-08-07,14,10,0.0342,0.06005
2026-08-07,15,10,0.03483,0.05868
2026-08-07,16,10,0.0354,0.06093
2026-08-07,17,10,0.0365,0.06073
2026-08-07,18,10,0.03713,0.06036
2026-08-07,19,10,0.03677,0.0576
2026-08-07,20,10,0.03743,0.06248
2026-08-07,21,10,0.0384,0.0621
2026-08-07,22,10,0.03517,0.05633
2026-08-07,23,10,0.03599,0.05678
2026-08-07,0,11,0.03733,0.05987
2026-08-07,1,11,0.03473,0.05652
2026-08-07,2,11,0.03612,0.05774
2026-08-07,3,11,0.03579,0.05977
2026-08-07,4,11,0.03784,0.06087
2026-08-07,5,11,0.03385,0.05935
2026-08-07,6,11,0.03505,0.0598
2026-08-07,7,11,0.03407,0.05552
2026-08-07,8,11,0.03622,0.05809
2026-08-07,9,11,0.03383,0.06081
2026-08-07,10,11,0.03523,0.06156
2026-08-07,11,11,0.03679,0.06398
2026-08-07,12,11,0.03626,0.06114
2026-08-07,13,11,0.03484,0.06194
2026-08-07,14,11,0.03577,0.05898
2026-08-07,15,11,0.03565,0.06207
2026-08-07,16,11,0.03438,0.05512
2026-08-07,17,11,0.03623,0.06137
2026-08-07,18,11,0.03541,0.05987
2026-08-07,19,11,0.03628,0.06003
2026-08-07,20,11,0.03514,0.05477
2026-08-07,21,11,0.03844,0.06178
2026-08-07,22,11,0.03778,0.06117
2026-08-07,23,11,0.03594,0.05776
2026-08-07,0,12,0.03609,0.05802
2026-08-07,1,12,0.0373,0.0598
2026-08-07,2,12,0.03793,0.06004
2026-08-07,3,12,0.03643,0.05821
2026-08-07,4,12,0.03548,0.05769
2026-08-07,5,12,0.03621,0.0588
2026-08-07,6,12,0.03787,0.06258
2026-08-07,7,12,0.03722,0.06053
2026-08-07,8,12,0.0353,0.06124
2026-08-07,9,12,0.03641,0.06119
2026-08-07,10,12,0.03526,0.05972
2026-08-07,11,12,0.03279,0.0575
2026-08-07,12,12,0.03511,0.05802
2026-08-07,13,12,0.03516,0.06347
2026-08-07,14,12,0.03457,0.05976
2026-08-07,15,12,0.03497,0.06085
2026-08-07,16,12,0.03591,0.06108
2026-08-07,17,12,0.03761,0.06131
2026-08-07,18,12,0.03662,0.06071
2026-08-07,19,12,0.0363,0.05969
2026-08-07,20,12,0.03668,0.06139
2026-08-07,21,12,0.03699,0.06132
2026-08-07,22,12,0.03717,0.0602
2026-08-07,23,12,0.03648,0.06108
2026-08-07,0,13,0.03722,0.06008
2026-08-07,1,13,0.03891,0.06256
2026-08-07,2,13,0.03475,0.05608
2026-08-07,3,13,0.03739,0.05883
2026-08-07,4,13,0.03575,0.06097
2026-08-07,5,13,0.03598,0.05981
2026-08-07,6,13,0.03566,0.06018
2026-08-07,7,13,0.03433,0.05938
2026-08-07,8,13,0.03646,0.06277
2026-08-07,9,13,0.03537,0.05756
2026-08-07,10,13,0.03617,0.06322
2026-08-07,11,13,0.0341,0.06051
2026-08-07,12,13,0.03632,0.06306
2026-08-07,13,13,0.03535,0.06111
2026-08-07,14,13,0.03612,0.06238
2026-08-07,15,13,0.03676,0.0636
2026-08-07,16,13,0.03566,0.06233
2026-08-07,17,13,0.03531,0.05873
2026-08-07,18,13,0.03666,0.06179
2026-08-07,19,13,0.0359,0.0576
2026-08-07,20,13,0.03468,0.06017
2026-08-07,21,13,0.03614,0.05974
2026-08-07,22,13,0.03882,0.06104
2026-08-07,23,13,0.03725,0.06078
2026-08-07,0,14,0.03775,0.05979
2026-08-07,1,14,0.03762,0.06151
2026-08-07,2,14,0.036,0.05719
2026-08-07,3,14,0.03614,0.05913
2026-08-07,4,14,0.03748,0.06072
2026-08-07,5,14,0.03588,0.05826
2026-08-07,6,14,0.03698,0.06125
2026-08-07,7,14,0.03433,0.0584
2026-08-07,8,14,0.03446,0.05966
2026-08-07,9,14,0.03444,0.05844
2026-08-07,10,14,0.03373,0.05511
2026-08-07,11,14,0.03642,0.06186
2026-08-07,12,14,0.03417,0.06112
2026-08-07,13,14,0.03367,0.06306
2026-08-07,14,14,0.03483,0.06026
2026-08-07,15,14,0.03503,0.05883
2026-08-07,16,14,0.03617,0.05962
2026-08-07,17,14,0.03414,0.05525
2026-08-07,18,14,0.03611,0.05876
2026-08-07,19,14,0.03463,0.05857
2026-08-07,20,14,0.03765,0.06086
2026-08-07,21,14,0.03528,0.06055
2026-08-07,22,14,0.03631,0.05785
2026-08-07,23,14,0.03494,0.05503
2026-08-07,0,15,0.03672,0.05652
2026-08-07,1,15,0.03659,0.05755
2026-08-07,2,15,0.03515,0.0563
2026-08-07,3,15,0.03629,0.05724
2026-08-07,4,15,0.03643,0.05973
2026-08-07,5,15,0.03773,0.05995
2026-08-07,6,15,0.03527,0.05986
2026-08-07,7,15,0.03575,0.06046
2026-08-07,8,15,0.03511,0.05961
2026-08-07,9,15,0.03551,0.05773
2026-08-07,10,15,0.03468,0.06158
2026-08-07,11,15,0.03461,0.05706
2026-08-07,12,15,0.03557,0.06098
2026-08-07,13,15,0.03426,0.05696
2026-08-07,14,15,0.0343,0.06095
2026-08-07,15,15,0.03556,0.05958
2026-08-07,16,15,0.03903,0.06208
2026-08-07,17,15,0.03659,0.06013
2026-08-07,18,15,0.03546,0.05925
2026-08-07,19,15,0.0364,0.05932
2026-08-07,20,15,0.03587,0.06038
2026-08-07,21,15,0.03795,0.05934
2026-08-07,22,15,0.03341,0.05469
2026-08-07,23,15,0.03673,0.05553
2026-08-07,0,16,0.03685,0.058
2026-08-07,1,16,0.03674,0.05703
2026-08-07,2,16,0.03632,0.05901
2026-08-07,3,16,0.03411,0.05791
2026-08-07,4,16,0.03541,0.05928
2026-08-07,5,16,0.03631,0.05997
2026-08-07,6,16,0.03909,0.0644
2026-08-07,7,16,0.03511,0.06189
2026-08-07,8,16,0.03558,0.05865
2026-08-07,9,16,0.0334,0.0561
2026-08-07,10,16,0.03408,0.05634
2026-08-07,11,16,0.03529,0.06069
2026-08-07,12,16,0.03437,0.05648
2026-08-07,13,16,0.03595,0.06097
2026-08-07,14,16,0.03794,0.061
2026-08-07,15,16,0.03695,0.06132
2026-08-07,16,16,0.03663,0.06218
2026-08-07,17,16,0.03376,0.05647
2026-08-07,18,16,0.03746,0.06248
2026-08-07,19,16,0.03509,0.05664
2026-08-07,20,16,0.03699,0.0623
2026-08-07,21,16,0.03635,0.05705
2026-08-07,22,16,0.0342,0.0579
2026-08-07,23,16,0.03556,0.05671
2026-08-07,0,17,0.03486,0.05677
2026-08-07,1,17,0.03663,0.05973
2026-08-07,2,17,0.03589,0.05848
2026-08-07,3,17,0.0367,0.06101
2026-08-07,4,17,0.03683,0.05958
2026-08-07,5,17,0.03639,0.05757
2026-08-07,6,17,0.03713,0.05975
2026-08-07,7,17,0.03518,0.05986
2026-08-07,8,17,0.0366,0.06234
2026-08-07,9,17,0.03768,0.05994
2026-08-07,10,17,0.03553,0.05873
2026-08-07,11,17,0.03415,0.05623
2026-08-07,12,17,0.03524,0.06136
2026-08-07,13,17,0.03324,0.05691
2026-08-07,14,17,0.03425,0.05754
2026-08-07,15,17,0.03516,0.05956
2026-08-07,16,17,0.03399,0.0575
2026-08-07,17,17,0.0362,0.06187
2026-08-07,18,17,0.03667,0.06108
2026-08-07,19,17,0.03796,0.06155
2026-08-07,20,17,0.03697,0.05961
2026-08-07,21,17,0.03624,0.05702
2026-08-07,22,17,0.03644,0.0613
2026-08-07,23,17,0.03441,0.05694
2026-08-07,0,18,0.03746,0.06168
2026-08-07,1,18,0.03726,0.06086
2026-08-07,2,18,0.03601,0.05844
2026-08-07,3,18,0.03837,0.06101
2026-08-07,4,18,0.03723,0.06081
2026-08-07,5,18,0.03661,0.05601
2026-08-07,6,18,0.03538,0.05741
2026-08-07,7,18,0.03647,0.05923
2026-08-07,8,18,0.03534,0.06072
2026-08-07,9,18,0.03459,0.05965
2026-08-07,10,18,0.03443,0.05955
2026-08-07,11,18,0.03472,0.05771
2026-08-07,12,18,0.03414,0.05847
2026-08-07,13,18,0.03656,0.05874
2026-08-07,14,18,0.03377,0.05549
2026-08-07,15,18,0.03568,0.05764
2026-08-07,16,18,0.03606,0.05729
2026-08-07,17,18,0.0357,0.05985
2026-08-07,18,18,0.03668,0.05875
2026-08-07,19,18,0.03708,0.05906
2026-08-07,20,18,0.03607,0.06048
2026-08-07,21,18,0.03636,0.05953
2026-08-07,22,18,0.03692,0.05933
2026-08-07,23,18,0.03502,0.05664
2026-08-07,0,19,0.0374,0.05897
2026-08-07,1,19,0.03495,0.05535
2026-08-07,2,19,0.03812,0.05846
2026-08-07,3,19,0.03695,0.05852
2026-08-07,4,19,0.03522,0.05796
2026-08-07,5,19,0.03785,0.06173
2026-08-07,6,19,0.03539,0.06034
2026-08-07,7,19,0.03553,0.05741
2026-08-07,8,19,0.03607,0.05852
2026-08-07,9,19,0.03597,0.05823
2026-08-07,10,19,0.03436,0.05924
2026-08-07,11,19,0.03657,0.06183
2026-08-07,12,19,0.03464,0.05878
2026-08-07,13,19,0.03509,0.05937
2026-08-07,14,19,0.03683,0.06146
2026-08-07,15,19,0.0341,0.05586
2026-08-07,16,19,0.03462,0.0582
2026-08-07,17,19,0.03559,0.05688
2026-08-07,18,19,0.03812,0.05867
2026-08-07,19,19,0.03306,0.0539
2026-08-07,20,19,0.035,0.05571
2026-08-07,21,19,0.03581,0.05935
2026-08-07,22,19,0.0367,0.05822
2026-08-07,23,19,0.03666,0.05672
2026-08-07,0,20,0.03614,0.05791
2026-08-07,1,20,0.0381,0.06196
2026-08-07,2,20,0.03779,0.06013
2026-08-07,3,20,0.03521,0.06035
2026-08-07,4,20,0.03738,0.06034
2026-08-07,5,20,0.03816,0.06136
2026-08-07,6,20,0.03633,0.05634
2026-08-07,7,20,0.03745,0.06218
2026-08-07,8,20,0.03659,0.06015
2026-08-07,9,20,0.0359,0.05886
2026-08-07,10,20,0.03734,0.06023
2026-08-07,11,20,0.03761,0.06327
2026-08-07,12,20,0.03339,0.0583
2026-08-07,13,20,0.03654,0.05648
2026-08-07,14,20,0.03671,0.05922
2026-08-07,15,20,0.03544,0.05851
2026-08-07,16,20,0.03391,0.06066
2026-08-07,17,20,0.03783,0.06042
2026-08-07,18,20,0.03798,0.06367
2026-08-07,19,20,0.03698,0.05939
2026-08-07,20,20,0.03583,0.06024
2026-08-07,21,20,0.03956,0.06244
2026-08-07,22,20,0.0373,0.06014
2026-08-07,23,20,0.03621,0.05884
2026-08-07,0,21,0.03525,0.05706
2026-08-07,1,21,0.03516,0.05522
2026-08-07,2,21,0.03597,0.05651
2026-08-07,3,21,0.03721,0.06032
2026-08-07,4,21,0.03654,0.05773
2026-08-07,5,21,0.03936,0.0612
2026-08-07,6,21,0.03593,0.05835
2026-08-07,7,21,0.03649,0.0601
2026-08-07,8,21,0.03789,0.0613
2026-08-07,9,21,0.03773,0.06039
2026-08-07,10,21,0.03832,0.06168
2026-08-07,11,21,0.03563,0.05828
2026-08-07,12,21,0.0364,0.05998
2026-08-07,13,21,0.03415,0.05785
2026-08-07,14,21,0.03745,0.05976
2026-08-07,15,21,0.0358,0.06058
2026-08-07,16,21,0.03524,0.05631
2026-08-07,17,21,0.03824,0.06095
2026-08-07,18,21,0.03765,0.05886
2026-08-07,19,21,0.03598,0.05707
2026-08-07,20,21,0.03561,0.05809
2026-08-07,21,21,0.03815,0.05861
2026-08-07,22,21,0.03645,0.0556
2026-08-07,23,21,0.03903,0.05895
2026-08-07,0,22,0.03692,0.05944
2026-08-07,1,22,0.03746,0.05803
2026-08-07,2,22,0.03438,0.05651
2026-08-07,3,22,0.0383,0.05989
2026-08-07,4,22,0.03833,0.05759
2026-08-07,5,22,0.03534,0.05539
2026-08-07,6,22,0.03629,0.05902
2026-08-07,7,22,0.03413,0.05444
2026-08-07,8,22,0.03862,0.06053
2026-08-07,9,22,0.03604,0.05802
2026-08-07,10,22,0.03604,0.05691
2026-08-07,11,22,0.03402,0.0559
2026-08-07,12,22,0.03539,0.05657
2026-08-07,13,22,0.03722,0.05856
2026-08-07,14,22,0.03621,0.05571
2026-08-07,15,22,0.03587,0.05929
2026-08-07,16,22,0.03624,0.06074
2026-08-07,17,22,0.03784,0.0591
2026-08-07,18,22,0.03603,0.05713
2026-08-07,19,22,0.03604,0.0584
2026-08-07,20,22,0.03671,0.05645
2026-08-07,21,22,0.03612,0.05816
2026-08-07,22,22,0.03579,0.05906
2026-08-07,23,22,0.03666,0.05866
2026-08-07,0,23,0.03573,0.05787
2026-08-07,1,23,0.03447,0.05605
2026-08-07,2,23,0.03545,0.05671
2026-08-07,3,23,0.03673,0.05726
2026-08-07,4,23,0.03562,0.05559
2026-08-07,5,23,0.03644,0.05602
2026-08-07,6,23,0.03263,0.05528
2026-08-07,7,23,0.0345,0.05763
2026-08-07,8,23,0.03689,0.06174
2026-08-07,9,23,0.03504,0.05574
2026-08-07,10,23,0.03688,0.05898
2026-08-07,11,23,0.03622,0.05884
2026-08-07,12,23,0.03568,0.05732
2026-08-07,13,23,0.03482,0.05654
2026-08-07,14,23,0.0352,0.05848
2026-08-07,15,23,0.03875,0.06075
2026-08-07,16,23,0.03707,0.06105
2026-08-07,17,23,0.03697,0.05748
2026-08-07,18,23,0.03523,0.05913
2026-08-07,19,23,0.03993,0.06246
2026-08-07,20,23,0.03639,0.05805
2026-08-07,21,23,0.03556,0.0573
2026-08-07,22,23,0.03523,0.05749
2026-08-07,23,23,0.03676,0.05869
2026-08-14,0,0,0.02978,0.06851
2026-08-14,1,0,0.02636,0.06581
2026-08-14,2,0,0.02865,0.06909
2026-08-14,3,0,0.02862,0.06592
2026-08-14,4,0,0.02975,0.07038
2026-08-14,5,0,0.02984,0.0674
2026-08-14,6,0,0.02866,0.06502
2026-08-14,7,0,0.02695,0.06421
2026-08-14,8,0,0.02774,0.06438
2026-08-14,9,0,0.02896,0.06676
2026-08-14,10,0,0.02931,0.06709
2026-08-14,11,0,0.02861,0.06685
2026-08-14,12,0,0.02739,0.06414
2026-08-14,13,0,0.02931,0.06728
2026-08-14,14,0,0.02844,0.06546
2026-08-14,15,0,0.02859,0.06658
2026-08-14,16,0,0.02801,0.06935
2026-08-14,17,0,0.02851,0.06759
2026-08-14,18,0,0.0299,0.06947
2026-08-14,19,0,0.02868,0.0682
2026-08-14,20,0,0.02844,0.0653
2026-08-14,21,0,0.02986,0.06678
2026-08-14,22,0,0.03068,0.069
2026-08-14,23,0,0.02935,0.06969
2026-08-14,0,1,0.03103,0.0722
2026-08-14,1,1,0.02635,0.06235
2026-08-14,2,1,0.02727,0.06697
2026-08-14,3,1,0.02955,0.0678
2026-08-14,4,1,0.02822,0.06858
2026-08-14,5,1,0.02716,0.06267
2026-08-14,6,1,0.02815,0.06641
2026-08-14,7,1,0.02786,0.06704
2026-08-14,8,1,0.02917,0.06962
2026-08-14,9,1,0.02908,0.0667
2026-08-14,10,1,0.02987,0.06982
2026-08-14,11,1,0.02804,0.06583
2026-08-14,12,1,0.02754,0.06691
2026-08-14,13,1,0.02662,0.06321
2026-08-14,14,1,0.03031,0.0692
2026-08-14,15,1,0.02829,0.06732
2026-08-14,16,1,0.02917,0.06746
2026-08-14,17,1,0.0275,0.06529
2026-08-14,18,1,0.02712,0.06619
2026-08-14,19,1,0.03015,0.07159
2026-08-14,20,1,0.02841,0.06468
2026-08-14,21,1,0.02885,0.06649
2026-08-14,22,1,0.03099,0.07021
2026-08-14,23,1,0.02861,0.06344
2026-08-14,0,2,0.02981,0.06986
2026-08-14,1,2,0.0289,0.06614
2026-08-14,2,2,0.03028,0.06698
2026-08-14,3,2,0.02972,0.06924
2026-08-14,4,2,0.02754,0.06439
2026-08-14,5,2,0.02841,0.06569
2026-08-14,6,2,0.02955,0.06971
2026-08-14,7,2,0.02851,0.07056
2026-08-14,8,2,0.02969,0.06981
2026-08-14,9,2,0.0276,0.0648
2026-08-14,10,2,0.02777,0.06724
2026-08-14,11,2,0.0265,0.06517
2026-08-14,12,2,0.02654,0.06275
2026-08-14,13,2,0.02752,0.06536
2026-08-14,14,2,0.0264,0.06693
2026-08-14,15,2,0.02559,0.06157
2026-08-14,16,2,0.02868,0.0675
2026-08-14,17,2,0.02919,0.06574
2026-08-14,18,2,0.02928,0.06587
2026-08-14,19,2,0.02791,0.06494
2026-08-14,20,2,0.02867,0.06829
2026-08-14,21,2,0.02871,0.06648
2026-08-14,22,2,0.0275,0.06398
2026-08-14,23,2,0.02922,0.06909
2026-08-14,0,3,0.03031,0.06853
2026-08-14,1,3,0.02796,0.0661
2026-08-14,2,3,0.0294,0.06801
2026-08-14,3,3,0.02754,0.06281
2026-08-14,4,3,0.02695,0.06496
2026-08-14,5,3,0.02796,0.06469
2026-08-14,6,3,0.02844,0.06773
2026-08-14,7,3,0.028,0.06552
2026-08-14,8,3,0.02802,0.06618
2026-08-14,9,3,0.02827,0.06702
2026-08-14,10,3,0.02891,0.0676
2026-08-14,11,3,0.02875,0.06858
2026-08-14,12,3,0.02808,0.06919
2026-08-14,13,3,0.02768,0.0686
2026-08-14,14,3,0.02756,0.06949
2026-08-14,15,3,0.02987,0.06818
2026-08-14,16,3,0.02875,0.06883
2026-08-14,17,3,0.02656,0.06517
2026-08-14,18,3,0.02896,0.06746
2026-08-14,19,3,0.02731,0.06323
2026-08-14,20,3,0.02667,0.0651
2026-08-14,21,3,0.02879,0.069
2026-08-14,22,3,0.02882,0.06854
2026-08-14,23,3,0.02798,0.06676
2026-08-14,0,4,0.02897,0.06737
2026-08-14,1,4,0.02839,0.06536
2026-08-14,2,4,0.02692,0.06319
2026-08-14,3,4,0.02855,0.06822
2026-08-14,4,4,0.02618,0.06369
2026-08-14,5,4,0.02948,0.0686
2026-08-14,6,4,0.02792,0.06369
2026-08-14,7,4,0.02579,0.06246
2026-08-14,8,4,0.02853,0.06718
2026-08-14,9,4,0.02799,0.06747
2026-08-14,10,4,0.02749,0.06574
2026-08-14,11,4,0.02838,0.0716
2026-08-14,12,4,0.02855,0.06948
2026-08-14,13,4,0.02664,0.06886
2026-08-14,14,4,0.02864,0.06752
2026-08-14,15,4,0.02945,0.06805
2026-08-14,16,4,0.02943,0.06794
2026-08-14,17,4,0.02965,0.068
2026-08-14,18,4,0.02904,0.06671
2026-08-14,19,4,0.02831,0.06704
2026-08-14,20,4,0.02748,0.07024
2026-08-14,21,4,0.02839,0.06428
2026-08-14,22,4,0.02877,0.06633
2026-08-14,23,4,0.02765,0.06904
2026-08-14,0,5,0.02836,0.06702
2026-08-14,1,5,0.02841,0.06584
2026-08-14,2,5,0.02847,0.06365
2026-08-14,3,5,0.02756,0.06823
2026-08-14,4,5,0.02901,0.06198
2026-08-14,5,5,0.0271,0.06411
2026-08-14,6,5,0.02993,0.07144
2026-08-14,7,5,0.02844,0.06616
2026-08-14,8,5,0.0285,0.06707
2026-08-14,9,5,0.02763,0.06695
2026-08-14,10,5,0.02537,0.0637
2026-08-14,11,5,0.02841,0.06869
2026-08-14,12,5,0.02724,0.06468
2026-08-14,13,5,0.02825,0.07145
2026-08-14,14,5,0.02773,0.06585
2026-08-14,15,5,0.02828,0.06528
2026-08-14,16,5,0.02734,0.06743
2026-08-14,17,5,0.02828,0.06615
2026-08-14,18,5,0.02895,0.0683
2026-08-14,19,5,0.02696,0.06559
2026-08-14,20,5,0.0281,0.06505
2026-08-14,21,5,0.02898,0.06804
2026-08-14,22,5,0.02839,0.06598
2026-08-14,23,5,0.02781,0.06565
2026-08-14,0,6,0.02819,0.06745
2026-08-14,1,6,0.02676,0.0617
2026-08-14,2,6,0.02813,0.06653
2026-08-14,3,6,0.02896,0.0676
2026-08-14,4,6,0.02766,0.06776
2026-08-14,5,6,0.02789,0.06669
2026-08-14,6,6,0.02637,0.06746
2026-08-14,7,6,0.02782,0.06854
2026-08-14,8,6,0.02847,0.06932
2026-08-14,9,6,0.02736,0.06836
2026-08-14,10,6,0.02843,0.069
2026-08-14,11,6,0.02613,0.06533
2026-08-14,12,6,0.02729,0.06633
2026-08-14,13,6,0.02903,0.06849
2026-08-14,14,6,0.0288,0.06771
2026-08-14,15,6,0.0263,0.06658
2026-08-14,16,6,0.02804,0.06698
2026-08-14,17,6,0.02673,0.06735
2026-08-14,18,6,0.02643,0.06338
2026-08-14,19,6,0.02783,0.06725
2026-08-14,20,6,0.02675,0.06364
2026-08-14,21,6,0.02792,0.06559
2026-08-14,22,6,0.03018,0.06443
2026-08-14,23,6,0.02683,0.06382
2026-08-14,0,7,0.02805,0.0666
2026-08-14,1,7,0.02772,0.06335
2026-08-14,2,7,0.02817,0.06486
2026-08-14,3,7,0.02723,0.06385
2026-08-14,4,7,0.03018,0.06939
2026-08-14,5,7,0.02979,0.07046
2026-08-14,6,7,0.02889,0.06749
2026-08-14,7,7,0.02673,0.06434
2026-08-14,8,7,0.02817,0.06844
